Possibility,BeginActor,FacingActor,EndActor,IntermediateStops,Question,Answer,Options
413,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,"You are a robot beginning at the crate facing the bed. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the heater. You have reached the final destination.",B,"['A. Turn Left, Turn Right', 'B. Turn Left, Turn Left', 'C. Turn Back, Turn Back', 'D. Turn Back, Turn Right']"
414,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Right', 'B. Turn Right, Turn Right, Turn Left', 'C. Turn Left, Turn Right, Turn Left', 'D. Turn Left, Turn Right, Turn Right']"
415,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. You have reached the final destination.",D,"['A. Turn Right, Turn Left, Turn Left', 'B. Turn Right, Turn Back, Turn Right', 'C. Turn Right, Turn Back, Turn Left', 'D. Turn Left, Turn Left, Turn Right']"
416,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the plant. 3. [please fill in] 4. Go forward until the suitcase. 5. [please fill in] 6. Go forward until the heater. You have reached the final destination.",C,"['A. Turn Right, Turn Right, Turn Right', 'B. Turn Right, Turn Left, Turn Right', 'C. Turn Left, Turn Right, Turn Left', 'D. Turn Back, Turn Back, Turn Back']"
417,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the heater. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Right, Turn Left', 'B. Turn Left, Turn Left, Turn Left, Turn Left', 'C. Turn Back, Turn Right, Turn Back, Turn Back', 'D. Turn Right, Turn Right, Turn Left, Turn Right']"
418,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the heater. You have reached the final destination.",D,"['A. Turn Back, Turn Right, Turn Back, Turn Left', 'B. Turn Back, Turn Back, Turn Back, Turn Right', 'C. Turn Right, Turn Left, Turn Back, Turn Back', 'D. Turn Left, Turn Left, Turn Back, Turn Left']"
419,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. You have reached the final destination.",A,"['A. Turn Left', 'B. Turn Back', 'C. Turn Right']"
420,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the heater. You have reached the final destination.",B,"['A. Turn Left, Turn Back', 'B. Turn Left, Turn Left', 'C. Turn Left, Turn Right', 'D. Turn Back, Turn Right']"
421,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. You have reached the final destination.",C,"['A. Turn Left, Turn Right, Turn Left', 'B. Turn Left, Turn Back, Turn Back', 'C. Turn Left, Turn Left, Turn Right', 'D. Turn Left, Turn Left, Turn Left']"
422,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. You have reached the final destination.",C,"['A. Turn Left, Turn Left, Turn Left', 'B. Turn Right, Turn Back, Turn Right', 'C. Turn Left, Turn Left, Turn Right', 'D. Turn Left, Turn Back, Turn Back']"
423,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the plant. 3. [please fill in] 4. Go forward until the suitcase. 5. [please fill in] 6. Go forward until the heater. You have reached the final destination.",A,"['A. Turn Left, Turn Right, Turn Left', 'B. Turn Right, Turn Right, Turn Left', 'C. Turn Left, Turn Right, Turn Right', 'D. Turn Left, Turn Left, Turn Back']"
424,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the heater. You have reached the final destination.",D,"['A. Turn Left, Turn Right, Turn Back, Turn Back', 'B. Turn Right, Turn Back, Turn Back, Turn Right', 'C. Turn Right, Turn Right, Turn Left, Turn Left', 'D. Turn Left, Turn Left, Turn Right, Turn Left']"
425,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the sidetable. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the heater. You have reached the final destination.",B,"['A. Turn Left, Turn Left, Turn Left, Turn Left', 'B. Turn Left, Turn Left, Turn Back, Turn Left', 'C. Turn Left, Turn Left, Turn Back, Turn Back', 'D. Turn Right, Turn Back, Turn Right, Turn Left']"
426,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,,"You are a robot beginning at the crate facing the basket. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. You have reached the final destination.",B,"['A. Turn Right', 'B. Turn Left', 'C. Turn Back']"
427,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,"You are a robot beginning at the crate facing the basket. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the heater. You have reached the final destination.",C,"['A. Turn Left, Turn Back', 'B. Turn Back, Turn Back', 'C. Turn Left, Turn Left', 'D. Turn Right, Turn Back']"
428,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the basket. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. You have reached the final destination.",B,"['A. Turn Left, Turn Right, Turn Right', 'B. Turn Left, Turn Left, Turn Right', 'C. Turn Left, Turn Left, Turn Left', 'D. Turn Left, Turn Right, Turn Back']"
429,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the basket. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. You have reached the final destination.",B,"['A. Turn Back, Turn Left, Turn Back', 'B. Turn Left, Turn Left, Turn Right', 'C. Turn Back, Turn Left, Turn Left', 'D. Turn Left, Turn Right, Turn Left']"
430,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the basket. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the plant. 3. [please fill in] 4. Go forward until the suitcase. 5. [please fill in] 6. Go forward until the heater. You have reached the final destination.",A,"['A. Turn Left, Turn Right, Turn Left', 'B. Turn Right, Turn Right, Turn Left', 'C. Turn Back, Turn Right, Turn Right', 'D. Turn Left, Turn Left, Turn Back']"
431,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the basket. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the heater. You have reached the final destination.",C,"['A. Turn Right, Turn Back, Turn Left, Turn Left', 'B. Turn Back, Turn Right, Turn Right, Turn Left', 'C. Turn Left, Turn Left, Turn Right, Turn Left', 'D. Turn Right, Turn Back, Turn Left, Turn Right']"
432,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the basket. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the heater. You have reached the final destination.",D,"['A. Turn Right, Turn Left, Turn Left, Turn Back', 'B. Turn Back, Turn Left, Turn Right, Turn Back', 'C. Turn Right, Turn Back, Turn Right, Turn Left', 'D. Turn Left, Turn Left, Turn Back, Turn Left']"
433,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,,"You are a robot beginning at the crate facing the paper bag. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. You have reached the final destination.",A,"['A. Turn Left', 'B. Turn Back', 'C. Turn Right']"
434,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,"You are a robot beginning at the crate facing the paper bag. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the heater. You have reached the final destination.",A,"['A. Turn Left, Turn Left', 'B. Turn Back, Turn Back', 'C. Turn Right, Turn Back', 'D. Turn Right, Turn Right']"
435,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the paper bag. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Right', 'B. Turn Back, Turn Back, Turn Right', 'C. Turn Back, Turn Right, Turn Back', 'D. Turn Right, Turn Back, Turn Right']"
436,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the paper bag. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. You have reached the final destination.",B,"['A. Turn Right, Turn Right, Turn Left', 'B. Turn Left, Turn Left, Turn Right', 'C. Turn Right, Turn Left, Turn Right', 'D. Turn Back, Turn Back, Turn Back']"
437,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the paper bag. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the plant. 3. [please fill in] 4. Go forward until the suitcase. 5. [please fill in] 6. Go forward until the heater. You have reached the final destination.",D,"['A. Turn Right, Turn Right, Turn Right', 'B. Turn Back, Turn Back, Turn Back', 'C. Turn Right, Turn Right, Turn Back', 'D. Turn Left, Turn Right, Turn Left']"
438,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the paper bag. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the heater. You have reached the final destination.",B,"['A. Turn Left, Turn Back, Turn Right, Turn Back', 'B. Turn Left, Turn Left, Turn Right, Turn Left', 'C. Turn Right, Turn Back, Turn Left, Turn Left', 'D. Turn Right, Turn Right, Turn Back, Turn Left']"
439,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the paper bag. You want to navigate to the heater. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the heater. You have reached the final destination.",D,"['A. Turn Left, Turn Right, Turn Right, Turn Back', 'B. Turn Back, Turn Right, Turn Left, Turn Right', 'C. Turn Back, Turn Back, Turn Left, Turn Right', 'D. Turn Left, Turn Left, Turn Back, Turn Left']"
440,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,,"You are a robot beginning at the crate facing the backpack. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the couch. You have reached the final destination.",A,"['A. Turn Right', 'B. Turn Back', 'C. Turn Left']"
441,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,"You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the couch. You have reached the final destination.",B,"['A. Turn Left, Turn Left', 'B. Turn Left, Turn Right', 'C. Turn Right, Turn Right', 'D. Turn Right, Turn Back']"
