Possibility,Actor1,Actor2,Actor3,Actor4,Actor1_FirstFrame,Actor2_FirstFrame,Actor3_FirstFrame,Actor4_FirstFrame,Question,Answer,Options
831,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,62,208,273,"What will be the first-time appearance order of the following categories in the video: fan, coatrack, bed, chair?",C,"['A. chair, bed, coatrack, fan', 'B. bed, coatrack, fan, chair', 'C. chair, fan, coatrack, bed', 'D. fan, bed, chair, coatrack']"
832,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,62,210,223,"What will be the first-time appearance order of the following categories in the video: plant, chair, window, fan?",A,"['A. chair, fan, window, plant', 'B. chair, window, fan, plant', 'C. fan, chair, window, plant', 'D. plant, window, chair, fan']"
833,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,62,210,225,"What will be the first-time appearance order of the following categories in the video: bedstool, fan, chair, window?",B,"['A. fan, bedstool, window, chair', 'B. chair, fan, window, bedstool', 'C. chair, bedstool, window, fan', 'D. window, bedstool, chair, fan']"
834,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,62,210,234,"What will be the first-time appearance order of the following categories in the video: chair, fan, suitcase, window?",C,"['A. chair, window, suitcase, fan', 'B. fan, chair, suitcase, window', 'C. chair, fan, window, suitcase', 'D. fan, suitcase, chair, window']"
835,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,62,210,245,"What will be the first-time appearance order of the following categories in the video: fan, night stand, window, chair?",D,"['A. chair, fan, night stand, window', 'B. night stand, window, chair, fan', 'C. chair, window, fan, night stand', 'D. chair, fan, window, night stand']"
836,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,62,210,273,"What will be the first-time appearance order of the following categories in the video: fan, bed, chair, window?",C,"['A. fan, bed, chair, window', 'B. bed, window, fan, chair', 'C. chair, fan, window, bed', 'D. chair, bed, fan, window']"
837,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,62,211,223,"What will be the first-time appearance order of the following categories in the video: shoesrack, fan, plant, chair?",D,"['A. shoesrack, chair, fan, plant', 'B. fan, plant, chair, shoesrack', 'C. shoesrack, fan, plant, chair', 'D. chair, fan, shoesrack, plant']"
838,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,62,211,225,"What will be the first-time appearance order of the following categories in the video: shoesrack, bedstool, chair, fan?",B,"['A. fan, shoesrack, bedstool, chair', 'B. chair, fan, shoesrack, bedstool', 'C. chair, shoesrack, bedstool, fan', 'D. fan, shoesrack, chair, bedstool']"
839,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,62,211,234,"What will be the first-time appearance order of the following categories in the video: chair, fan, suitcase, shoesrack?",B,"['A. shoesrack, suitcase, chair, fan', 'B. chair, fan, shoesrack, suitcase', 'C. chair, shoesrack, suitcase, fan', 'D. chair, suitcase, fan, shoesrack']"
840,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,62,211,245,"What will be the first-time appearance order of the following categories in the video: chair, shoesrack, night stand, fan?",D,"['A. night stand, shoesrack, fan, chair', 'B. chair, night stand, fan, shoesrack', 'C. fan, chair, shoesrack, night stand', 'D. chair, fan, shoesrack, night stand']"
841,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,62,211,273,"What will be the first-time appearance order of the following categories in the video: shoesrack, chair, fan, bed?",B,"['A. bed, fan, chair, shoesrack', 'B. chair, fan, shoesrack, bed', 'C. chair, shoesrack, fan, bed', 'D. bed, chair, shoesrack, fan']"
842,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,62,223,234,"What will be the first-time appearance order of the following categories in the video: chair, fan, suitcase, plant?",A,"['A. chair, fan, plant, suitcase', 'B. plant, fan, suitcase, chair', 'C. suitcase, fan, plant, chair', 'D. suitcase, plant, chair, fan']"
843,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,62,223,245,"What will be the first-time appearance order of the following categories in the video: plant, chair, fan, night stand?",A,"['A. chair, fan, plant, night stand', 'B. chair, fan, night stand, plant', 'C. fan, plant, chair, night stand', 'D. plant, chair, fan, night stand']"
844,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,62,223,273,"What will be the first-time appearance order of the following categories in the video: fan, bed, plant, chair?",D,"['A. fan, plant, chair, bed', 'B. fan, chair, bed, plant', 'C. fan, bed, chair, plant', 'D. chair, fan, plant, bed']"
845,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,62,225,245,"What will be the first-time appearance order of the following categories in the video: bedstool, night stand, fan, chair?",A,"['A. chair, fan, bedstool, night stand', 'B. chair, fan, night stand, bedstool', 'C. chair, bedstool, fan, night stand', 'D. night stand, chair, fan, bedstool']"
846,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,62,225,273,"What will be the first-time appearance order of the following categories in the video: bedstool, chair, fan, bed?",B,"['A. fan, chair, bedstool, bed', 'B. chair, fan, bedstool, bed', 'C. fan, bedstool, bed, chair', 'D. bed, fan, chair, bedstool']"
847,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,62,234,245,"What will be the first-time appearance order of the following categories in the video: fan, suitcase, chair, night stand?",B,"['A. suitcase, chair, night stand, fan', 'B. chair, fan, suitcase, night stand', 'C. fan, night stand, suitcase, chair', 'D. fan, night stand, chair, suitcase']"
848,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,62,234,273,"What will be the first-time appearance order of the following categories in the video: chair, bed, fan, suitcase?",A,"['A. chair, fan, suitcase, bed', 'B. bed, suitcase, chair, fan', 'C. suitcase, fan, bed, chair', 'D. bed, fan, suitcase, chair']"
849,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,62,245,273,"What will be the first-time appearance order of the following categories in the video: fan, bed, night stand, chair?",B,"['A. chair, night stand, bed, fan', 'B. chair, fan, night stand, bed', 'C. fan, night stand, chair, bed', 'D. night stand, fan, bed, chair']"
850,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,0,65,152,208,"What will be the first-time appearance order of the following categories in the video: couch, backpack, chair, coatrack?",B,"['A. coatrack, couch, chair, backpack', 'B. chair, backpack, couch, coatrack', 'C. backpack, couch, chair, coatrack', 'D. coatrack, backpack, couch, chair']"
851,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,0,65,152,210,"What will be the first-time appearance order of the following categories in the video: backpack, window, couch, chair?",C,"['A. backpack, window, chair, couch', 'B. chair, window, backpack, couch', 'C. chair, backpack, couch, window', 'D. chair, couch, backpack, window']"
852,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,0,65,152,211,"What will be the first-time appearance order of the following categories in the video: chair, shoesrack, backpack, couch?",D,"['A. shoesrack, chair, couch, backpack', 'B. couch, shoesrack, chair, backpack', 'C. shoesrack, couch, backpack, chair', 'D. chair, backpack, couch, shoesrack']"
853,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,65,152,223,"What will be the first-time appearance order of the following categories in the video: backpack, chair, plant, couch?",A,"['A. chair, backpack, couch, plant', 'B. couch, chair, plant, backpack', 'C. chair, couch, plant, backpack', 'D. couch, plant, chair, backpack']"
854,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,65,152,225,"What will be the first-time appearance order of the following categories in the video: couch, backpack, bedstool, chair?",A,"['A. chair, backpack, couch, bedstool', 'B. backpack, chair, couch, bedstool', 'C. bedstool, chair, backpack, couch', 'D. backpack, chair, bedstool, couch']"
855,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,65,152,234,"What will be the first-time appearance order of the following categories in the video: suitcase, chair, backpack, couch?",B,"['A. couch, backpack, suitcase, chair', 'B. chair, backpack, couch, suitcase', 'C. couch, backpack, chair, suitcase', 'D. backpack, suitcase, chair, couch']"
856,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,65,152,245,"What will be the first-time appearance order of the following categories in the video: couch, night stand, chair, backpack?",D,"['A. couch, chair, backpack, night stand', 'B. couch, backpack, chair, night stand', 'C. backpack, night stand, chair, couch', 'D. chair, backpack, couch, night stand']"
857,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,65,152,273,"What will be the first-time appearance order of the following categories in the video: backpack, bed, couch, chair?",A,"['A. chair, backpack, couch, bed', 'B. backpack, couch, bed, chair', 'C. bed, couch, backpack, chair', 'D. bed, backpack, couch, chair']"
858,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,65,208,223,"What will be the first-time appearance order of the following categories in the video: backpack, chair, coatrack, plant?",B,"['A. chair, plant, backpack, coatrack', 'B. chair, backpack, coatrack, plant', 'C. backpack, coatrack, chair, plant', 'D. chair, coatrack, backpack, plant']"
859,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,65,208,225,"What will be the first-time appearance order of the following categories in the video: backpack, chair, bedstool, coatrack?",C,"['A. backpack, bedstool, chair, coatrack', 'B. chair, coatrack, bedstool, backpack', 'C. chair, backpack, coatrack, bedstool', 'D. coatrack, backpack, chair, bedstool']"
860,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,65,208,234,"What will be the first-time appearance order of the following categories in the video: suitcase, backpack, coatrack, chair?",B,"['A. backpack, suitcase, chair, coatrack', 'B. chair, backpack, coatrack, suitcase', 'C. suitcase, coatrack, backpack, chair', 'D. suitcase, backpack, coatrack, chair']"
861,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,65,208,245,"What will be the first-time appearance order of the following categories in the video: coatrack, night stand, chair, backpack?",C,"['A. night stand, backpack, chair, coatrack', 'B. backpack, chair, coatrack, night stand', 'C. chair, backpack, coatrack, night stand', 'D. coatrack, backpack, night stand, chair']"
862,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,65,208,273,"What will be the first-time appearance order of the following categories in the video: backpack, coatrack, chair, bed?",A,"['A. chair, backpack, coatrack, bed', 'B. coatrack, bed, chair, backpack', 'C. coatrack, backpack, chair, bed', 'D. coatrack, chair, bed, backpack']"
863,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,65,210,223,"What will be the first-time appearance order of the following categories in the video: window, chair, plant, backpack?",C,"['A. backpack, window, chair, plant', 'B. backpack, chair, plant, window', 'C. chair, backpack, window, plant', 'D. chair, window, plant, backpack']"
864,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,65,210,225,"What will be the first-time appearance order of the following categories in the video: chair, bedstool, window, backpack?",D,"['A. window, backpack, bedstool, chair', 'B. chair, bedstool, window, backpack', 'C. bedstool, window, backpack, chair', 'D. chair, backpack, window, bedstool']"
865,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,65,210,234,"What will be the first-time appearance order of the following categories in the video: window, chair, suitcase, backpack?",B,"['A. backpack, suitcase, window, chair', 'B. chair, backpack, window, suitcase', 'C. backpack, window, chair, suitcase', 'D. window, backpack, chair, suitcase']"
866,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,65,210,245,"What will be the first-time appearance order of the following categories in the video: backpack, window, chair, night stand?",B,"['A. chair, night stand, backpack, window', 'B. chair, backpack, window, night stand', 'C. chair, window, night stand, backpack', 'D. window, backpack, chair, night stand']"
867,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,65,210,273,"What will be the first-time appearance order of the following categories in the video: backpack, window, bed, chair?",B,"['A. chair, bed, window, backpack', 'B. chair, backpack, window, bed', 'C. backpack, chair, window, bed', 'D. window, backpack, bed, chair']"
868,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,65,211,223,"What will be the first-time appearance order of the following categories in the video: plant, backpack, chair, shoesrack?",A,"['A. chair, backpack, shoesrack, plant', 'B. chair, plant, backpack, shoesrack', 'C. backpack, chair, shoesrack, plant', 'D. shoesrack, plant, backpack, chair']"
869,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,65,211,225,"What will be the first-time appearance order of the following categories in the video: shoesrack, bedstool, backpack, chair?",D,"['A. shoesrack, backpack, bedstool, chair', 'B. chair, backpack, bedstool, shoesrack', 'C. bedstool, chair, shoesrack, backpack', 'D. chair, backpack, shoesrack, bedstool']"
870,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,65,211,234,"What will be the first-time appearance order of the following categories in the video: shoesrack, chair, suitcase, backpack?",C,"['A. shoesrack, chair, suitcase, backpack', 'B. backpack, suitcase, shoesrack, chair', 'C. chair, backpack, shoesrack, suitcase', 'D. suitcase, chair, backpack, shoesrack']"
871,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,65,211,245,"What will be the first-time appearance order of the following categories in the video: chair, night stand, backpack, shoesrack?",C,"['A. night stand, chair, backpack, shoesrack', 'B. backpack, chair, night stand, shoesrack', 'C. chair, backpack, shoesrack, night stand', 'D. backpack, shoesrack, night stand, chair']"
872,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,65,211,273,"What will be the first-time appearance order of the following categories in the video: bed, chair, backpack, shoesrack?",B,"['A. chair, bed, backpack, shoesrack', 'B. chair, backpack, shoesrack, bed', 'C. backpack, bed, shoesrack, chair', 'D. backpack, chair, bed, shoesrack']"
873,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,65,223,234,"What will be the first-time appearance order of the following categories in the video: backpack, chair, plant, suitcase?",A,"['A. chair, backpack, plant, suitcase', 'B. backpack, chair, plant, suitcase', 'C. backpack, plant, suitcase, chair', 'D. chair, backpack, suitcase, plant']"
